stemming,sentiment_label
apps much better previous version choose many reward redeem stars anyway annoying loading first screen gone keep bro,positive
developer aplikasi tolong update pilih lokasi order pilih order langsung santidakt bantu antre mes lokasi order aplikasi update pilih kota banjarmasin sehingtidak sulit antre mohon bantu terima kasih,negative
order store muncul jauh2 luar kota disearch jutidak muncul near store baca gimana nih,negative
please use referral code windatd095db,positive
tidakbisa buka asuu,negative
susaah banget regisssstrt,negative
add card apple wallet apps,negative
tidakbisa topup virtual accountnya masalah,negative
aplikasi susah buka,negative
akses jam kerja atidak sulit udh perbaikantry referral code sign gerzav87749d,negative
easy use sabar dikit pas sign nya masukin referral code selvyd dapet diskon 25k min belanja 50k first top dapet minum size tall sehartidak 10k,positive
sulit bgt niat pakek biar msudah e tba gbsa login bug becus bgt mending lu ush pkek ginian ksl bgt,negative
open app keep waiting starbucks logo,negative
february point tambah beli lalu card saldo potong normal ssudah menguhungi barista cs instagram,negative
update apps masuk aplikasi hrs delete app install ulang ribet banget pake appsnya,negative
update personal data keyboard button covered layer apps please fox,positive
use va id need input mobile number everytime im done putting detail update button doesnt show pls fix really frustrating,negative
aplikasi terkadang offline sehingtidak deposit reward tdk deposit dana member tahan pakai trust issue kelas starbucks ssudah berani buka cabang maintain aplikasi jutidak bukti review guna kritik,positive
tolong history transaction rewards redeemed historynya baik detail biar tau beli reward historynya ssudah tukarsantidakt sayang opsi rubah alamat email websitenya jutidak alamat email ssudah akses baristanya tidaknti email beli kartu alamat email hey pake starbucks card edisi christmas rewards dalam suruh tidaknti beli starbucks kehilantidakn pelangtidakn setia depan depan habis rewards belanja terima kasih,positive
useless,negative
way keep times,negative
aplikasi loading ya sy tidakbisa buka login please fix annoying banget pdhl butuh liat rewardnya,negative
daftar aja susah otapi invalid mulu,negative
useless app open im waiting line,negative
kali sign ssudah pass email aktif otapi email masuk email mohon bantu trimakasih,negative
sign invalid login,negative
abis tidaknti hp buka aplikasi,negative
tolong bikin aplikasi dentidakn niat jantidakn nanggung bikin hp ip atas aplikasi kya jaman batu aja lot,negative
gila gue top katidak dentidakn alas isi telpon gue isi telpon kirim otapi nul nul coba deh strabucks ajar aplikasi maxx coffee ajar meyodenpembayaran odernya ajar,negative
si aplikasi coba log mesti berkalikali kode otapi masuk via email aplikasi stuck logo starbucks nya aja gitugitu disfungsional parah,negative
pakai kode referal indahg388f54 dapet kupon buy get,negative
login tidakbisa tidakra2 otapi dikirim2 email nyoba berkali2 pkai data seluler wifi nyoba beda terima otapi kesel,negative
use referal code lolad562d57dan dapat keuntuntidaknnya,negative
aplikasi lot,negative
loading santidakt mengtidaknggu,negative
verifikasi kode log masuk email,negative
bingung transaksi aplikasi buka,negative
incredibly slow app load starbucks wifi store seconds open app load card trying pay registration painful need verify via sms email obviously email marketing top via gopay ovo ubiquitous ewallet requiring virtual transfer requires numerous slow painful steps max 300rb reload thats drinks without food forcing slow painful transfer process mentioned way often likely stop using app first topup finished,negative
sedia fasilitas feedback layan starbucks,negative
aplimasi looping halaman logo sbux bs masuk ssudah unistall install ssudah restart hp bs jutidak hmm sulit transaksi drive thru,negative
use refferal code dwidenipe0dcc4,negative
time app lag pay app alternative pay via card atm feel embarrassing front everyone buying coffeeits happening frequently mei add starbucks card wallet well annoyingi hope starbucks fix issues,negative
banget error pas buka stuck logo starbucks aja,negative
topup isi nomor hp keyboard hilang update profile sehingtidak tutup tombol update kelas starbuck apps nya payah,negative
gk munculin starbucks store dekat nya lokasi dmn store nya ujung berung alias bgt tlong mslah kaya bgini atas trims,negative
use referral code sign iman92fb18thanks,negative
aplikasi starabuck busa buka c sdh laku download ulang buka dikab,negative
input phone number input otapi need input davourite beverages proceed update details keyboard closed hide update cancel button,negative
aneh bin ajaib aplikasi login dgn password email tulis invalid klik forget password jg kirim password reset cek spam jg iklan dr starbucks masuk balas dr customer care jg masuk,negative
tried several time still log try forget pass didnt get email,negative
already sign couldnt login email password correct app said invalid email password,negative
buka aplikasi aja tidakbisa buka diuninstall diinstall tetep tidakbisa buka aplikasi,negative
bikin akun tidakbisa login ampe 3x bikin akun beda tetep tidakbisa yaa,negative
sign pakai hp email abis sign tidakbisa email password ssudah,negative
kelas sbucks appnya parah zonkkkk bgt ngefreeze teruss developer sehhh,negative
join sign cek email lihat code direfresh bolak ku pikir karna internetku kayak appsnya bener dapet notif email code kirim gimana sih,positive
phone sudenly dissapear use top fill,positive
gue henti member starbucks aplikasi buruk member ssudah daftar aplikasi starbucks,negative
akhir2 starbuck app susah banget buka hp bikin ribet banget pas antri kasir banget tidakra2 tolong app nya fix aja temen2 jutidak,negative
kelas starbucks apk nya lot mulu kalah brand lokal,negative
masuk aplikasi susah hgt daftar jg susah hadeh,negative
download apps sbux buka lambat better aja pake card engtidak sok pake mobile apps kalo guna customers thanks,positive
aplikasi suka atidak lamaaaaa cinta banget deh karna promonyakalo dowload pake kode referral nandat0c412e biar dapet rewards potontidakn 25ribu,positive
starbucks aplikasi boncos,negative
banget error saldo rewards tidakbisa kepake,positive
appsnya ngefreeze,negative
sistem ampas kelas starbucks rusak,negative
daftar setidakla macem tidakbisa log invalid verifikasi via email email masuk tolong baik,negative
ribet banget isi saldo kayak timezone aja,negative
aplikasi mandek logo starbuck reward reset ulang ud dlakuin update jutidak,positive
jelek bgt aplikasinyasering error,negative
pramjitkbf34a3just drop code get advantagecheers,negative
dapet kupon 25k pas daftar input kode referral astariputrin9a0979 promo referralnya bagus deh kaya aplikasi santidakt jelek ios lambat bagus jutidak deh,negative
kode ikhsana18b498 dapat bonus reward idr 50k,positive
mngkin fitur top upnya pakai minimal order aja digenapin atidak sayang jg,positive
great app website said login one device actual result login account one device one device already login login another devices device account get kicked please transparent login one device said please fix many thanks,positive
benefits app,positive
abis daftar sign tolong baik keluh ttg jutidak,negative
app wont even open,negative
udh brp kali install ulang stuck logo doang ah repot bgtt,negative
update information fill required information iphone keyboard minimized push update button please fix,positive
open app weeks tried uninstall install many times still didnt work shows logo please fix,positive
udh daftar tapi pas sign mulu tolong gua udh niat jadi langtidaknan elu bak bak,negative
open app sometimes showing rewards please fix bugs,positive
order onlinenya sesuai lokasi gps user nearby store jutidak ubah lokasi ssudah sesuai dentidakn gps menu search jutidak fungsi semotidak baik ya,negative
gimana log nya logo doang gin,negative
masuk referral code utk dapetin bonus reward 25k,positive
habis registrasi login kode otapi email masuk,negative
apps can not open iphone pro,negative
ntidakdat mulu isi saldo,negative
banget register login email dentidakn password sesuai,negative
ive checked account via website open open app says invalid gosh hate please fix,negative
app ny sampah bgt sign buang2 dh coba 5x ttapi gk bs asli sampah buang kuota aja,negative
apps lot top mbanking masuk,positive
registrasi masukin kode referral ya husnaa7e76f2 reward 25k,positive
app doesnt load stuck splash screen,positive
login forgot password work email sent,negative
jarang buka,negative
bikin app bs buka gmn,negative
susah banget bikin akun aja,negative
baik error mulu sign,negative
could app running available appstore see stuck home screen f,negative
error mulu anjir stop,negative
open app using quota opened using wifi takes forever pay,negative
bonus 25k pakai kode voucher refferal pas join ya chandras76c658,positive
tidaktidakl masuk aplikasi diem aja front logo pakai utk transaksi hadehhhh,negative
first disappointed take long ti fixing server bcs lost free coupons venti size spent lot money please fix issue esp take times open app thx,positive
kode referal nicodcb34e7 dapet bonus 500k terimakasih,positive
use referral code davidda3563b,negative
aplikasi eror buka uang starbuck card nya,negative
stuck loading,negative
dont know happen already months apps time can not opened like really starburcks,negative
sumpah top tramsaksi aplikasi tidakbisa buka gimana nih,positive
open app since app crack untill open still money,negative
lot banget appnya pake app sbux international aja,negative
sentot,negative
waiting hours app wont open happen many times already please fix,positive
download pake referal code iniaryao827ad5lsg cashback 25k bentuk saldostarbucks improve kait dentidakn aplikasi pas tumbler day,positive
