review_description,translated_text,sentiment
"Can't sign up! I already got the card but the apps refuses to accept my password although i have fulfilled the password requirement with the special characters, lowercase, uppercase, and numbers, for more than 8 characters. :( Even the starbucks' staffs that tried to help me couldn't figure this out. Please fix this.","Tidak bisa mendaftar! Aku sudah punya kartu tapi aplikasi menolak untuk menerima kata sandi saya meskipun saya telah memenuhi persyaratan password dengan karakter khusus, huruf kecil, huruf besar, dan angka, untuk lebih dari 8 karakter. Gillian Bahkan staf starbucks 'yang mencoba untuk membantu saya tidak bisa memikirkan hal ini. Tolong perbaiki ini.",negative
"Why does this app crash so often? From random log out, can't log back in (yes I typed the correct email and password), up to now where the app simply loops on loading screen. I started to think every update actually lowers the app quality.","Mengapa aplikasi ini sering rusak? Dari log keluar acak, tidak dapat log masuk (ya aku mengetik email dan password yang benar), sampai sekarang di mana aplikasi hanya loop pada layar loading. Saya mulai berpikir setiap pembaruan sebenarnya menurunkan kualitas aplikasi.",negative
"Hi, I updated this morning (8th of Jan 2020). I login using same previous username and password but it said incorect password. I tried to use forgot password to recover and found my email was not registered. How come ? So I tried to sign up and fill the phone number, but the OTP never came to my phone. Hope you can give me solution to bring me in to the app. Please kindly advice. Thank you for your support Updated : Thank you. The app already worked. Thank you for your great effort.","Hai, aku sudah mengupdate tanggal 8 Jan 2020 pagi ini. Saya login menggunakan username dan kata sandi sebelumnya yang sama, tetapi kata sandi yang tidak dapat diperbaiki. Saya mencoba menggunakan sandi yang terlupakan untuk memulihkan dan menemukan email saya tidak terdaftar. Bagaimana bisa? Jadi saya mencoba untuk mendaftar dan mengisi nomor telepon, tapi OTP tidak pernah datang ke telepon saya. Kuharap kau bisa memberiku solusi untuk membawaku ke aplikasi itu. Tolong sarannya. Terima kasih atas dukungan Anda Diperbarui: Terima kasih. Aplikasinya sudah bekerja. Terima kasih atas usaha besarmu.",negative
"My current month transaction not updated and suddenly i lost some of my balance. I have reported that problem to the barista and they said that they had to report it to Jakarta's headquarter at that time and asked me to leave my contact number so they can contact me when they have further information. After 1 week i don't receive any information, so i came again. They just said they had server maintenance when i did my transaction but didn't solve the problem at all.","Transaksiku bulan ini tidak diperbarui dan tiba-tiba aku kehilangan keseimbangan. Saya telah melaporkan bahwa masalah ke barista dan mereka mengatakan bahwa mereka harus melaporkannya ke kantor pusat Jakarta pada waktu itu dan meminta saya untuk meninggalkan nomor kontak saya sehingga mereka dapat menghubungi saya ketika mereka memiliki informasi lebih lanjut. Setelah 1 minggu saya tidak menerima informasi apapun, jadi saya datang lagi. Mereka hanya mengatakan mereka memiliki pemeliharaan server ketika saya melakukan transaksi saya tapi tidak memecahkan masalah sama sekali.",negative
"User interface and experience can be better, ex: the design for each message boxes, the transition in scrolling ain't that smooth (too static). Content wise is good already.","Antar muka pengguna dan pengalaman dapat lebih baik, ex: desain untuk setiap kotak pesan, transisi dalam penggulungan tidak sehalus (terlalu statis). Rasa puas yang bijaksana sudah bagus. buruk",negative
"Sucks! I can't even sign up. Everytime I tried to do it, the app stopped processing and asked me to restarted. I did it for many times. Sent feedback already, but still have same issue. Please fix it. Thanks","Menyebalkan! Aku bahkan tidak bisa mendaftar. Setiap kali saya mencoba untuk melakukannya, aplikasi berhenti memproses dan meminta saya untuk memulai kembali. Aku melakukannya berkali-kali. Sudah dikirim umpan balik, tapi masih memiliki masalah yang sama. Tolong perbaiki. Terima kasih",negative
This app on version 3.2.9 which I installed on my phone still stuck on opening screen for minutes and I totally can't make any payment through the app since Nov 2. I've deposit to e-card but can't use it on your store. Lol.,Aplikasi ini pada versi 3.2.9 yang saya pasang di ponsel saya masih terjebak pada layar pembuka selama beberapa menit dan saya benar-benar tidak dapat melakukan pembayaran apapun melalui aplikasi sejak Nov 2. Aku sudah deposit ke e-card tapi tidak bisa menggunakannya di toko Anda. Lol.,positive
"I reset the password, it was succesfully logged in on website, but wouldn't log in through the app, no matter how many times I tried. Their software developer is not doing the right job with so many complaints already.","Aku mengatur ulang passwordnya, itu secara sukses masuk ke situs web, tapi tidak masuk melalui aplikasi, tidak peduli berapa kali aku mencoba. Developer perangkat lunak mereka tidak melakukan pekerjaan yang benar dengan begitu banyak keluhan sudah.",negative
"Card that has been registered cannot be deleted. Please make an update so it can be deleted.. it's as if your phone has been installed an apps that cannot be deleted (how would you feel). I have complain through Customer service, but they only say will be an input and make an update in future. Not sure what future the update will be taken.. Hope this comment will help as soon as possible for the update.","Kartu yang telah terdaftar tidak dapat dihapus. Silakan buat pemutakhiran sehingga dapat dihapus.. seolah-olah ponsel Anda telah dipasang aplikasi yang tidak dapat dihapus (bagaimana perasaan Anda). Saya telah mengeluh melalui layanan pelanggan, tetapi mereka hanya mengatakan akan menjadi masukan dan membuat update di masa depan. Tidak yakin apa masa depan pemutakhiran akan diambil.. Semoga komentar ini akan membantu secepat mungkin untuk pemutakhiran. buruk",negative
"Your app does not allow log in even though password is correct and your website does the same thing. But amazingly, it allows me to change password...despite not being able to use the new password.","Aplikasi Anda tidak mengijinkan log masuk meskipun sandi benar dan website Anda melakukan hal yang sama. Tapi luar biasa, itu memungkinkan saya untuk mengubah kata sandi... meskipun tidak bisa menggunakan password baru.",negative
"Works quite well and delivers on its promise mainly as preferred method of cashless payment. Three stars for now 'till my pet peeve is addressed: the fact that I have to turn on ""shake to pay"" feature, every darn time I get logged out of the app. There're these things called permanence and local storage on Android you know, Guys? The random logouts I understand, but the re-setting every darn time? Come on. New version (W2 July '21) brings this even lower. 😔😔😔","Bekerja cukup baik dan memberikan pada janji terutama sebagai metode yang disukai pembayaran tanpa uang tunai. Tiga bintang untuk saat ini'sampai hewan peliharaan saya peeve ditujukan: fakta bahwa saya harus menghidupkan fitur ""goyang untuk membayar,"" setiap kali saya mendapatkan login keluar dari aplikasi. There're these things called permanence and local storage on Android you know, Guys? Logut acak saya mengerti, tapi re-setting setiap waktu sialan? Ayo. Versi baru (W2 July '21) menurunkan ini. Jadi, apa yang akan Anda lakukan?",negative
"Disappointing update! What happen with this app? I cannot even click sign in after I typed ny email and password. If no email/password typed, I can click the sign in button. But once the email/password typed, it doesn't respond anymore. What is this bug???","Pemutakhiran yang mengecewakan! Apa yang terjadi dengan aplikasi ini? Aku bahkan tidak bisa mengklik tanda masuk setelah aku mengetik email dan sandi. Jika tidak ada email/password yang diketik, saya dapat mengklik tanda di tombol. Tapi begitu email/password diketik, itu tidak merespon lagi. Serangga apa ini??",negative
"For some reason, now I can't even open the app now due to ""high demand."" Previously, the app was also really slow. I don't understand why creating an app that generates a barcode to pay for coffee is so difficult. I guess now Sbux has free money that I can't use to but coffee and can't transfer back to my bank.","Untuk beberapa alasan, sekarang aku bahkan tidak bisa membuka aplikasi sekarang karena ""keinginan tinggi."" Sebelumnya, aplikasinya juga sangat lambat. Saya tidak mengerti mengapa membuat aplikasi yang menghasilkan barcode untuk membayar kopi begitu sulit. Saya kira sekarang Sbux memiliki uang gratis yang saya tidak bisa menggunakan untuk tapi kopi dan tidak bisa mentransfer kembali ke bank saya.",positive
"Honestly, I'm very disappointed. I already sign up and when I tried to sign in, I can't go through at all! the app said my credentials is invalid. You should fix this ASAP, this app doesn't make our transaction easier.","Jujur, aku sangat kecewa. Aku sudah mendaftar dan ketika aku mencoba untuk masuk, aku tidak bisa pergi melalui sama sekali! aplikasi mengatakan kredensial saya tidak valid. Anda harus memperbaiki ini ASAP, aplikasi ini tidak membuat transaksi kami lebih mudah.",negative
"information not delivered to customer when application updated. i use my old password and it said incorrect, i push reset password suddenly they changed new password formation. which means ""do not tell your customer, just push them to follow ""our"" rule which I DO NO LIKE!!! after i do reconciliation of my cards i will uninstalled this apps.","informasi tidak dikirim ke pelanggan ketika aplikasi diperbarui. i menggunakan sandi lama saya dan itu mengatakan salah, saya mendorong reset sandi tiba-tiba mereka mengubah formasi sandi baru. yang berarti ""jangan beritahu pelangganmu, paksa saja mereka untuk mengikuti aturan ""kita"" yang mana aku tidak suka!!! setelah saya melakukan rekonsiliasi kartu saya i akan uninstalled aplikasi ini.",negative
